3f394130-a5f9-11ed-8fa7-8d95df41b8ce;data_BatV;data_rssi;data_snr
fb1c9420-a5f8-11ed-8fa7-8d95df41b8ce;data_BatV;data_rssi;data_snr
6aa082d0-a5f8-11ed-8fa7-8d95df41b8ce;data_BatV;data_rssi;data_snr
23f528b0-5733-11eb-ac0d-bb9f3f76ec81;data_BatV;data_rssi;data_snr
536ac140-5c01-11eb-ac0d-bb9f3f76ec81;data_BAT_V;data_rssi;data_snr
b7c21040-5a34-11eb-ac0d-bb9f3f76ec81;data_vdd;data_rssi;data_snr
76d83730-63e7-11ed-ab1e-7b7715e7d520;data_BatV;data_rssi;data_snr
90a32e20-dd9d-11ec-9e4f-b516f68e8609;data_vdd;data_rssi;data_snr
2ca71fc0-3ad4-11eb-ac0d-bb9f3f76ec81;data_vdd;data_rssi;data_snr
67fd6560-571d-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
68c1bc40-571c-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
b0017810-5718-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
916fb1a0-5718-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
faca2520-d293-11ec-9a3b-a9cda0c0cf11;data_battery;data_rssi;data_snr
a2dcaf40-d293-11ec-9a3b-a9cda0c0cf11;data_battery;data_rssi;data_snr
2c25b400-e568-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
4a619a30-646f-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
90a17af0-5fc5-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
06f466b0-5c0e-11eb-ac0d-bb9f3f76ec81;data_BAT_V;data_rssi;data_snr
2cda5f40-5c06-11eb-ac0d-bb9f3f76ec81;data_BAT_V;data_rssi;data_snr
d7eb8560-5bef-11eb-ac0d-bb9f3f76ec81;data_BAT_V;data_rssi;data_snr
f86c4760-5beb-11eb-ac0d-bb9f3f76ec81;data_BAT_V;data_rssi;data_snr
0007a8f0-5734-11eb-ac0d-bb9f3f76ec81;data_batt;data_rssi;data_snr
6abdb150-5732-11eb-ac0d-bb9f3f76ec81;data_vdd;data_rssi;data_snr
4659cc60-3ad4-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
b8f95c30-571d-11eb-ac0d-bb9f3f76ec81;data_analog_in_8;data_rssi;data_snr
67fd6560-571d-11eb-ac0d-bb9f3f76ec81;data_analog_in_8;data_rssi;data_snr
51aafac0-571d-11eb-ac0d-bb9f3f76ec81;data_analog_in_8;data_rssi;data_snr
68c1bc40-571c-11eb-ac0d-bb9f3f76ec81;data_analog_in_8;data_rssi;data_snr
d9a7c870-571a-11eb-ac0d-bb9f3f76ec81;data_analog_in_8;data_rssi;data_snr
b0017810-5718-11eb-ac0d-bb9f3f76ec81;data_analog_in_8;data_rssi;data_snr
916fb1a0-5718-11eb-ac0d-bb9f3f76ec81;data_analog_in_8;data_rssi;data_snr
e7e9c290-5732-11eb-ac0d-bb9f3f76ec81;data_battery;data_rssi;data_snr
